num;nom;slug;sexe;adresse;date_refus;doc_refus;demandes/demande;bordereau;cada_no;avis_cada;date_cada;lar_envoi;lar_reception
215;Aurélie Filippetti;aurelie-filippetti;F;Permanence parlementaire, 4 Rue des Écoles, 57000 Metz;;;demandes/demande-irfm-aurelie-filippetti.pdf;NONE;20173749;avis-cada/avis-cada-20173749.pdf;07 décembre 2017;11 juillet 2017;
216;François Fillon;francois-fillon;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-francois-fillon.pdf;NONE;20173748;avis-cada/avis-cada-20173748.pdf;07 décembre 2017;31 mai 2017;06 juin 2017
217;Geneviève Fioraso;genevieve-fioraso;F;Permanence parlementaire, 7 Rue Voltaire, 38000 Grenoble;19 mai 2017;refus/refus-genevieve-fioraso.pdf;demandes/demande-irfm-genevieve-fioraso.pdf;;20173393;avis-cada/avis-cada-20173393.pdf;24 novembre 2017;;
218;Philippe Folliot;philippe-folliot;H;Permanence, 3 Boulevard des Lices, 81100 Castres;;;demandes/demande-irfm-philippe-folliot.pdf;NONE;20173747;avis-cada/avis-cada-20173747.pdf;07 décembre 2017;23 juin 2017;30 juin 2017
219;Marie-Louise Fort;marie-louise-fort;F;Permanence parlementaire, 36 Bis Rue de l'Epée, 89100 Sens;;;demandes/demande-irfm-marie-louise-fort.pdf;;20173746;avis-cada/avis-cada-20173746.pdf;07 décembre 2017;;
220;Yves Foulon;yves-foulon;H;Hôtel de Ville, Place Lucien de Gracia, 33120 Arcachon;;;demandes/demande-irfm-yves-foulon.pdf;;20173745;avis-cada/avis-cada-20173745.pdf;07 décembre 2017;;
221;Hugues Fourage;hugues-fourage;H;Permanence parlementaire, 12 Rue des Orfèvres, 85200 Fontenay-le-Comte;;;demandes/demande-irfm-hugues-fourage.pdf;NONE;20173743;avis-cada/avis-cada-20173743.pdf;07 décembre 2017;07 juin 2017;15 juin 2017
222;Jean-Marc Fournel;jean-marc-fournel;H;Permanence parlementaire, 8 Rue Alfred Mézières, 54400 Longwy;;;demandes/demande-irfm-jean-marc-fournel.pdf;preuves-envoi/preuve-envoi-jean-marc-fournel.pdf;20173744;avis-cada/avis-cada-20173744.pdf;07 décembre 2017;30 juillet 2017;
223;Valérie Fourneyron;valerie-fourneyron;F;Permanence, 23 Rue de la République, 76100 Rouen;;;demandes/demande-irfm-valerie-fourneyron.pdf;;20173742;avis-cada/avis-cada-20173742.pdf;07 décembre 2017;;
224;Michèle Fournier-Armand;michele-fournier-armand;F;55 Avenue Pierre Sémard, 84000 Avignon;;;demandes/demande-irfm-michele-fournier-armand.pdf;;20173741;avis-cada/avis-cada-20173741.pdf;07 décembre 2017;;
225;Michel Françaix;michel-francaix;H;Hôtel de Ville, Place de la Mairie, BP 10110, 60230 Chambly Cedex;;;demandes/demande-irfm-michel-francaix.pdf;;20173740;avis-cada/avis-cada-20173740.pdf;07 décembre 2017;;06 juin 2017
226;Marc Francina;marc-francina;H;Représentation parlementaire, 5 Rue de l'Hôtel de Ville, 74200 Thonon-les-Bains;;;demandes/demande-irfm-marc-francina.pdf;preuves-envoi/preuve-envoi-marc-francina.jpg;20173739;avis-cada/avis-cada-20173739.pdf;07 décembre 2017;31 mai 2017;06 juin 2017
227;Christian Franqueville;christian-franqueville;H;Permanence parlementaire, 23 Rue des Anciennes Halles, 88140 Bulgnéville;;;demandes/demande-irfm-christian-franqueville.pdf;;20173738;avis-cada/avis-cada-20173738.pdf;07 décembre 2017;;
228;Jacqueline Fraysse;jacqueline-fraysse;F;Hôtel de Ville, Rue du 8 Mai 1945, 92000 Nanterre;;;demandes/demande-irfm-jacqueline-fraysse.pdf;;20173737;avis-cada/avis-cada-20173737.pdf;07 décembre 2017;;
229;Jean-Christophe Fromantin;jean-christophe-fromantin;H;Assemblée nationale, 126 Rue de l'université, 75355 Paris 07 SP;;;demandes/demande-irfm-jean-christophe-fromantin.pdf;NONE;20173736;avis-cada/avis-cada-20173736.pdf;07 décembre 2017;31 mai 2017;23 juin 2017
230;Yves Fromion;yves-fromion;H;Secrétariat parlementaire, 4 Rue du Château, 18700 Aubigny-sur-Nère;;;demandes/demande-irfm-yves-fromion.pdf;NONE;20173735;avis-cada/avis-cada-20173735.pdf;07 décembre 2017;12 juin 2017;14 juin 2017
231;Jean-Claude Fruteau;jean-claude-fruteau;H;Mairie, Rue Georges Pompidou, 97470 Saint-Benoit;;;demandes/demande-irfm-jean-claude-fruteau.pdf;preuves-envoi/preuve-envoi-jean-claude-fruteau.pdf;20173734;avis-cada/avis-cada-20173734.pdf;07 décembre 2017;16 juin 2017;28 juin 2017
232;Laurent Furst;laurent-furst;H;8B Allée Carl, 67120 Molsheim;;;demandes/demande-irfm-laurent-furst.pdf;preuves-envoi/preuve-envoi-laurent-furst.pdf;20173732;avis-cada/avis-cada-20173732.pdf;07 décembre 2017;26 mai 2017;06 juin 2017
233;Jean-Louis Gagnaire;jean-louis-gagnaire;H;2 Rue Faure-Belon, BP 60 208, 42005 Saint-Étienne cedex 1;;;demandes/demande-irfm-jean-louis-gagnaire.pdf;;20173775;avis-cada/avis-cada-20173775.pdf;07 décembre 2017;;
234;Geneviève Gaillard;genevieve-gaillard;F;Permanence parlementaire, 9 Avenue Saint-Jean d'Angely, 79000 Niort;;;demandes/demande-irfm-genevieve-gaillard.pdf;;20173731;avis-cada/avis-cada-20173731.pdf;07 décembre 2017;;
235;Yann Galut;yann-galut;H;31 Rue Porte Mutin, 18200 Saint-Amand-Montrond;;;demandes/demande-irfm-yann-galut.pdf;NONE;20173730;avis-cada/avis-cada-20173730.pdf;07 décembre 2017;22 juillet 2017;
236;Claude de Ganay;claude-de-ganay;H;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP;;;demandes/demande-irfm-claude-de-ganay.pdf;NONE;20173807;avis-cada/avis-cada-20173807.pdf;07 décembre 2017;22 juin 2017;
237;Sauveur Gandolfi-Scheit;sauveur-gandolfi-scheit;H;Hôtel de ville, 20620 Biguglia;;;demandes/demande-irfm-sauveur-gandolfi-scheit.pdf;;20173816;avis-cada/avis-cada-20173816.pdf;07 décembre 2017;;
238;Guillaume Garot;guillaume-garot;H;Permanence parlementaire, 22 Rue Souchu-Servinière, 53000 Laval;15 juin 2017;refus/refus-guillaume-garot.pdf;demandes/demande-irfm-guillaume-garot.pdf;NONE;20173408;avis-cada/avis-cada-20173408.pdf;24 novembre 2017;23 juin 2017;27 juin 2017
239;Renaud Gauquelin;renaud-gauquelin;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-renaud-gauquelin.pdf;;20173815;avis-cada/avis-cada-20173815.pdf;07 décembre 2017;;
240;Hervé Gaymard;herve-gaymard;H;5 Place Ferdinand Million, 73200 Albertville;;;demandes/demande-irfm-herve-gaymard.pdf;;20173814;avis-cada/avis-cada-20173814.pdf;07 décembre 2017;;
241;Annie Genevard;annie-genevard;F;Permanence parlementaire, 5 Rue du parc, 25300 Pontarlier;;;demandes/demande-irfm-annie-genevard.pdf;preuves-envoi/preuve-envoi-annie-genevard.pdf;20173830;avis-cada/avis-cada-20173830.pdf;06 décembre 2017;31 mai 2017;07 juin 2017
242;Guy Geoffroy;guy-geoffroy;H;Le Relais Parlementaire, 91 Rue du Général Leclerc, 77170 Brie-Comte-Robert;;;demandes/demande-irfm-guy-geoffroy.pdf;;20173813;avis-cada/avis-cada-20173813.pdf;07 décembre 2017;;
243;Bernard Gérard;bernard-gerard;H;103 Avenue Foch, 59700 Marcq-en-Baroeul;;;demandes/demande-irfm-bernard-gerard.pdf;NONE;20173812;avis-cada/avis-cada-20173812.pdf;07 décembre 2017;18 juin 2017;27 juin 2017
244;Jean-Marc Germain;jean-marc-germain;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-jean-marc-germain.pdf;NONE;20173811;avis-cada/avis-cada-20173811.pdf;07 décembre 2017;29 mai 2017;06 juin 2017
245;Alain Gest;alain-gest;H;32 Rue Jules Lardière, 80800 Corbie;;;demandes/demande-irfm-alain-gest.pdf;NONE;20173810;avis-cada/avis-cada-20173810.pdf;07 décembre 2017;10 juin 2017;28 juin 2017
246;Paul Giacobbi;paul-giacobbi;H;Collectivité Territoriale de Corse, 22 Cours Grandval, BP 215, 20187 Ajaccio cedex 1;;;demandes/demande-irfm-paul-giacobbi.pdf;NONE;20173809;avis-cada/avis-cada-20173809.pdf;07 décembre 2017;06 juin 2017;15 juin 2017
247;Daniel Gibbes;daniel-gibbes;H;12 Rue de la Liberté, 97150 Saint-Martin;;;demandes/demande-irfm-daniel-gibbes.pdf;;20173808;avis-cada/avis-cada-20173808.pdf;07 décembre 2017;;
248;Franck Gilard;franck-gilard;H;Permanence parlementaire, 1 Rue Henri d'Andeli, 27700 Les Andelys;;;demandes/demande-irfm-franck-gilard.pdf;;20173805;avis-cada/avis-cada-20173805.pdf;07 décembre 2017;;
249;Jean-Patrick Gille;jean-patrick-gille;H;Permanence parlementaire, 17 Rue Nationale, 37000 Tours;;;demandes/demande-irfm-jean-patrick-gille.pdf;NONE;20173873;avis-cada/avis-cada-20173873.pdf;06 décembre 2017;24 mai 2017;11 juin 2017
250;Georges Ginesta;georges-ginesta;H;Permanence parlementaire, 102 Rue Albert Camatte, Le Melchior, 83700 Saint-Raphaël;;;demandes/demande-irfm-georges-ginesta.pdf;;20173876;avis-cada/avis-cada-20173876.pdf;06 décembre 2017;;
251;Charles-Ange Ginesy;charles-ange-ginesy;H;Centre administratif, 06470 Valberg Peone;;;demandes/demande-irfm-charles-ange-ginesy.pdf;preuves-envoi/preuve-envoi-charles-ange-ginesy.jpg;20173875;avis-cada/avis-cada-20173875.pdf;06 décembre 2017;23 mai 2017;
252;Jean-Pierre Giran;jean-pierre-giran;H;Permanence parlementaire, 10 Allée Moignard, 83400 Hyères;;;demandes/demande-irfm-jean-pierre-giran.pdf;;20173874;avis-cada/avis-cada-20173874.pdf;06 décembre 2017;;
253;Jean Glavany;jean-glavany;H;Permanence, 170 Place de la Libération, 65700 Maubourguet;;;demandes/demande-irfm-jean-glavany.pdf;NONE;20173847;avis-cada/avis-cada-20173847.pdf;06 décembre 2017;14 juin 2017;28 juin 2017
254;Yves Goasdoue;yves-goasdoue;H;Hôtel de ville de Flers, 61000 Flers;;;demandes/demande-irfm-yves-goasdoue.pdf;NONE;20173846;avis-cada/avis-cada-20173846.pdf;06 décembre 2017;22 juin 2017;06 juillet 2017
255;Claude Goasguen;claude-goasguen;H;Mairie du 16è arrondissement de Paris, 71 Avenue Henri Martin, 75775 Paris cedex 16;;;demandes/demande-irfm-claude-goasguen.pdf;NONE;20173845;avis-cada/avis-cada-20173845.pdf;06 décembre 2017;31 mai 2017;06 juin 2017
256;Daniel Goldberg;daniel-goldberg;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-daniel-goldberg.pdf;;20173844;avis-cada/avis-cada-20173844.pdf;06 décembre 2017;;
257;Philippe Gomes;philippe-gomes;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-philippe-gomes.pdf;NONE;20173843;avis-cada/avis-cada-20173843.pdf;06 décembre 2017;23 juin 2017;
258;Jean-Pierre Gorges;jean-pierre-gorges;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-jean-pierre-gorges.pdf;NONE;20173806;avis-cada/avis-cada-20173806.pdf;07 décembre 2017;23 mai 2017;06 juin 2017
259;Philippe Gosselin;philippe-gosselin;H;Permanence parlementaire, 45 Route de Villedieu, 50000 Saint Lô;19 mai 2017;refus/refus-philippe-gosselin.pdf;demandes/demande-irfm-philippe-gosselin.pdf;;20173394;avis-cada/avis-cada-20173394.pdf;24 novembre 2017;;
260;Geneviève Gosselin-Fleury;genevieve-gosselin-fleury;F;Permanence parlementaire, 11 Place de la République, 50100 Cherbourg-Octeville;;;demandes/demande-irfm-genevieve-gosselin-fleury.pdf;;20173858;avis-cada/avis-cada-20173858.pdf;06 décembre 2017;;
261;Pascale Got;pascale-got;F;Bureau de poste principal, BP 30, 33320 Eysines;;;demandes/demande-irfm-pascale-got.pdf;;20173867;avis-cada/avis-cada-20173867.pdf;06 décembre 2017;;
262;Marc Goua;marc-goua;H;Permanence parlementaire, Hôtel de Ville, 49800 Trélazé;;;demandes/demande-irfm-marc-goua.pdf;;20173871;avis-cada/avis-cada-20173871.pdf;06 décembre 2017;;
263;Philippe Goujon;philippe-goujon;H;Mairie du 15ème, Rue Peclet, 75015 Paris;;;demandes/demande-irfm-philippe-goujon.pdf;NONE;20173870;avis-cada/avis-cada-20173870.pdf;06 décembre 2017;31 mai 2017;07 juin 2017
264;Linda Gourjade;linda-gourjade;F;Permanence parlementaire, 13 Boulevard Georges Clémenceau, 81100 Castres;;;demandes/demande-irfm-linda-gourjade.pdf;NONE;20173869;avis-cada/avis-cada-20173869.pdf;06 décembre 2017;11 juin 2017;28 juin 2017
265;Laurent Grandguillaume;laurent-grandguillaume;H;6 Rue Bénigné Frémyot, 21000 Dijon;;;demandes/demande-irfm-laurent-grandguillaume.pdf;;20173868;avis-cada/avis-cada-20173868.pdf;06 décembre 2017;;
266;Claude Greff;claude-greff;F;Permanence parlementaire, 4 Bis Rue Jules Ferry, 37400 Amboise;;;demandes/demande-irfm-claude-greff.pdf;;20173866;avis-cada/avis-cada-20173866.pdf;06 décembre 2017;;
267;Jean Grellier;jean-grellier;H;Permanence parlementaire, 44 Rue Jean Jaurès, 37 Résidence Démeter, 79300 BRESSUIRE;;;demandes/demande-irfm-jean-grellier.pdf;;20173865;avis-cada/avis-cada-20173865.pdf;06 décembre 2017;;
268;Arlette Grosskost;arlette-grosskost;F;Permanence, 26 Bis Rue de la Wanne, 68100 Mulhouse;;;demandes/demande-irfm-arlette-grosskost.pdf;;20173864;avis-cada/avis-cada-20173864.pdf;06 décembre 2017;;
269;Serge Grouard;serge-grouard;H;Permanence parlementaire, 3 Rue du Tabour, 45000 Orléans;;;demandes/demande-irfm-serge-grouard.pdf;NONE;20174700;avis-cada/avis-cada-20174700.pdf;19 décembre 2017;31 mai 2017;06 juin 2017
270;Henri Guaino;henri-guaino;H;Permanence parlementaire, 8 Square Surcouf, Résidence Orsay, 78150 Le Chesnay;;;demandes/demande-irfm-henri-guaino.pdf;preuves-envoi/preuve-envoi-henri-guaino.pdf;20173863;avis-cada/avis-cada-20173863.pdf;06 décembre 2017;25 mai 2017;
271;Françoise Guégot;francoise-guegot;F;648 Chemin de la Breteque, 76230 Bois Guillaume;;;demandes/demande-irfm-francoise-guegot.pdf;;20173862;avis-cada/avis-cada-20173862.pdf;06 décembre 2017;;
272;Edith Gueugneau;edith-gueugneau;F;Permanence parlementaire, Rue la Châtaigneraie, 71140 Bourbon-Lancy;;;demandes/demande-irfm-edith-gueugneau.pdf;NONE;20173921;avis-cada/avis-cada-20173921.pdf;06 décembre 2017;13 juin 2017;15 juin 2017
273;Jean-Claude Guibal;jean-claude-guibal;H;Permanence, 7 Place de la Mairie, 06500 Menton;;;demandes/demande-irfm-jean-claude-guibal.pdf;preuves-envoi/preuve-envoi-jean-claude-guibal.pdf;20173920;avis-cada/avis-cada-20173920.pdf;06 décembre 2017;24 mai 2017;06 juin 2017
274;Élisabeth Guigou;elisabeth-guigou;F;BP 26, 93300 Aubervilliers;;;demandes/demande-irfm-elisabeth-guigou.pdf;;20173919;avis-cada/avis-cada-20173919.pdf;06 décembre 2017;;
275;Jean-Jacques Guillet;jean-jacques-guillet;H;2 Bis Avenue de l'Europe, 92310 Sèvres;;;demandes/demande-irfm-jean-jacques-guillet.pdf;;20173918;avis-cada/avis-cada-20173918.pdf;06 décembre 2017;;
276;Christophe Guilloteau;christophe-guilloteau;H;Permanence parlementaire, 108 Avenue Georges Clemenceau, Bât.C3, 69230 Saint-Genis-Laval;;;demandes/demande-irfm-christophe-guilloteau.pdf;NONE;20173917;avis-cada/avis-cada-20173917.pdf;06 décembre 2017;19 juin 2017;21 juin 2017
277;Chantal Guittet;chantal-guittet;F;Permanence parlementaire, 28 Rue du Général de Gaulle, 29260 Lesneven;;;demandes/demande-irfm-chantal-guittet.pdf;;20173916;avis-cada/avis-cada-20173916.pdf;06 décembre 2017;;
278;Meyer Habib;meyer-habib;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-meyer-habib.pdf;;20173915;avis-cada/avis-cada-20173915.pdf;06 décembre 2017;;
279;David Habib;david-habib;H;Permanence parlementaire, 17 Place Henri Dunant, 64150 Mourenx;22 mai 2017;refus/refus-david-habib.pdf;demandes/demande-irfm-david-habib.pdf;NONE;20173401;avis-cada/avis-cada-20173401.pdf;24 novembre 2017;23 mai 2017;06 juin 2017
280;Razzy Hammadi;razzy-hammadi;H;En circonscription, 135 Boulevard Chanzy, 93100 Montreuil;;;demandes/demande-irfm-razzy-hammadi.pdf;;20173914;avis-cada/avis-cada-20173914.pdf;06 décembre 2017;;
281;Benoît Hamon;benoit-hamon;H;Permanence parlementaire, 2 Avenue Carnot, 78190 Trappes;;;demandes/demande-irfm-benoit-hamon.pdf;preuves-envoi/preuve-envoi-benoit-hamon.pdf;20173913;avis-cada/avis-cada-20173913.pdf;06 décembre 2017;12 juin 2017;15 juin 2017
282;Mathieu Hanotin;mathieu-hanotin;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-mathieu-hanotin.pdf;NONE;20173912;avis-cada/avis-cada-20173912.pdf;06 décembre 2017;25 mai 2017;06 juin 2017
283;Michel Heinrich;michel-heinrich;H;Permanence parlementaire, 11 Rue de la Préfecture, 88000 Épinal;;;demandes/demande-irfm-michel-heinrich.pdf;;20172386;avis-cada/avis-cada-20172386.pdf;08 décembre 2017;;
284;Michel Herbillon;michel-herbillon;H;Hôtel de Ville, 118 Avenue du Général de Gaulle, 94700 Maisons-Alfort;;;demandes/demande-irfm-michel-herbillon.pdf;NONE;20172739;avis-cada/avis-cada-20172739.pdf;08 décembre 2017;23 juin 2017;24 juin 2017
285;Antoine Herth;antoine-herth;H;Permanence, 5 Rue Roswag, BP 80192, 67604 Sélestat;;;demandes/demande-irfm-antoine-herth.pdf;preuves-envoi/preuve-envoi-antoine-herth.pdf;20172883;avis-cada/avis-cada-20172883.pdf;08 décembre 2017;26 mai 2017;06 juin 2017
286;Patrick Hetzel;patrick-hetzel;H;9 Rue de la Gare, 67700 Saverne;;;demandes/demande-irfm-patrick-hetzel.pdf;preuves-envoi/preuve-envoi-patrick-hetzel.pdf;20173361;avis-cada/avis-cada-20173361.pdf;08 décembre 2017;26 mai 2017;06 juin 2017
287;Francis Hillmeyer;francis-hillmeyer;H;128 Rue de la République, 68120 Pfastatt;2 juin 2017;refus/refus-francis-hillmeyer.pdf;demandes/demande-irfm-francis-hillmeyer.pdf;;20173399;avis-cada/avis-cada-20173399.pdf;24 novembre 2017;;
288;Gilda Hobert;gilda-hobert;F;Permanence parlementaire, 6 Rue du Palais de Justice, 69005 Lyon;;;demandes/demande-irfm-gilda-hobert.pdf;NONE;20173380;avis-cada/avis-cada-20173380.pdf;08 décembre 2017;10 juillet 2017;
289;Philippe Houillon;philippe-houillon;H;Mairie, 2 Rue Victor Hugo, 95300 Pontoise;;;demandes/demande-irfm-philippe-houillon.pdf;;20173368;avis-cada/avis-cada-20173368.pdf;08 décembre 2017;;
290;Guénhaël Huet;guenhael-huet;H;Permanence parlementaire, 2 Boulevard Léon Jozeau Marigné, 50300 Avranches;;;demandes/demande-irfm-guenhael-huet.pdf;;20173362;avis-cada/avis-cada-20173362.pdf;08 décembre 2017;;
291;Joëlle Huillier;joelle-huillier;F;Ferme de la Croix, Boulevard de Villefontaine, 38090 Villefontaine;;;demandes/demande-irfm-joelle-huillier.pdf;;20173356;avis-cada/avis-cada-20173356.pdf;08 décembre 2017;;
292;Christian Hutin;christian-hutin;H;Cabinet parlementaire, 15 Rue du Jeu de Paume, 59140 Dunkerque;;;demandes/demande-irfm-christian-hutin.pdf;NONE;20173331;avis-cada/avis-cada-20173331.pdf;08 décembre 2017;23 juin 2017;27 juin 2017
293;Sébastien Huyghe;sebastien-huyghe;H;234 Rue du Général de Gaulle, BP 10099, 59635 Wattignies Cedex;;;demandes/demande-irfm-sebastien-huyghe.pdf;NONE;20173312;avis-cada/avis-cada-20173312.pdf;08 décembre 2017;23 juin 2017;30 juin 2017
294;Monique Iborra;monique-iborra;F;Permanence parlementaire, 22 Boulevard Vincent Auriol, 31170 Tournefeuille;;;demandes/demande-irfm-monique-iborra.pdf;NONE;20173217;avis-cada/avis-cada-20173217.pdf;08 décembre 2017;23 juin 2017;27 juin 2017
295;Françoise Imbert;francoise-imbert;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-francoise-imbert.pdf;NONE;20173192;avis-cada/avis-cada-20173192.pdf;08 décembre 2017;26 mai 2017;06 juin 2017
296;Michel Issindou;michel-issindou;H;Permanence parlementaire, 21 Rue du Doyen Gosse, 38400 Saint Martin d'Hères;;;demandes/demande-irfm-michel-issindou.pdf;NONE;20173066;avis-cada/avis-cada-20173066.pdf;08 décembre 2017;23 mai 2017;06 juin 2017
297;Christian Jacob;christian-jacob;H;Hôtel de Ville, 77160 Provins;;;demandes/demande-irfm-christian-jacob.pdf;;20173521;avis-cada/avis-cada-20173521.pdf;23 novembre 2017;;
298;Denis Jacquat;denis-jacquat;H;Permanence parlementaire, 25 Rue du Cambout, 57000 Metz;;;demandes/demande-irfm-denis-jacquat.pdf;preuves-envoi/preuve-envoi-denis-jacquat.png;20173415;avis-cada/avis-cada-20173415.pdf;24 novembre 2017;13 juin 2017;28 juin 2017
299;Éric Jalton;eric-jalton;H;Dothémare, 97139 Les Abymes;;;demandes/demande-irfm-eric-jalton.pdf;;20173426;avis-cada/avis-cada-20173426.pdf;24 novembre 2017;;
300;Serge Janquin;serge-janquin;H;Hôtel de Ville, 62700 Bruay-la Buissière;;;demandes/demande-irfm-serge-janquin.pdf;;20173430;avis-cada/avis-cada-20173430.pdf;24 novembre 2017;;
301;Yves Jégo;yves-jego;H;Mairie, 54 Rue Jean Jaurès, 77130 Montereau;6 juin 2017;refus/refus-yves-jego.pdf;demandes/demande-irfm-yves-jego.pdf;preuves-envoi/preuve-envoi-yves-jego.jpg;20173405;avis-cada/avis-cada-20173405.pdf;24 novembre 2017;29 mai 2017;14 juin 2017
302;Henri Jibrayel;henri-jibrayel;H;Conseil général des Bouches du Rhône, 52 Avenue de Saint Just, 13004 Marseille;;;demandes/demande-irfm-henri-jibrayel.pdf;NONE;20173434;avis-cada/avis-cada-20173434.pdf;24 novembre 2017;02 juin 2017;15 juin 2017
303;Romain Joron;romain-joron;H;Permanence parlementaire, 2 Rue Saint-Leu, 80000 Amiens;;;demandes/demande-irfm-romain-joron.pdf;;20173444;avis-cada/avis-cada-20173444.pdf;24 novembre 2017;;
304;Laurent Kalinowski;laurent-kalinowski;H;Permanence parlementaire, 6 Place de l'Alma, 57600 Forbach;;;demandes/demande-irfm-laurent-kalinowski.pdf;;20173445;avis-cada/avis-cada-20173445.pdf;24 novembre 2017;;
305;Marietta Karamanli;marietta-karamanli;F;Permanence en circonscription, 39 Rue Evrard, 72100 Le Mans;;;demandes/demande-irfm-marietta-karamanli.pdf;NONE;20173447;avis-cada/avis-cada-20173447.pdf;24 novembre 2017;09 juin 2017;13 juin 2017
306;Philippe Kemel;philippe-kemel;H;Mairie, 1 Rue Thibaut, 62200 Carvin;;;demandes/demande-irfm-philippe-kemel.pdf;;20173483;avis-cada/avis-cada-20173483.pdf;24 novembre 2017;;
307;Christian Kert;christian-kert;H;Permanence parlementaire, 11 Rue Louise Colet, 13100 Aix-en-Provence;;;demandes/demande-irfm-christian-kert.pdf;preuves-envoi/preuve-envoi-christian-kert.pdf;20173484;avis-cada/avis-cada-20173484.pdf;24 novembre 2017;09 juin 2017;
308;Chaynesse Khirouni;chaynesse-khirouni;F;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP;;;demandes/demande-irfm-chaynesse-khirouni.pdf;;20173485;avis-cada/avis-cada-20173485.pdf;24 novembre 2017;;
309;Nathalie Kosciusko-Morizet;nathalie-kosciusko-morizet;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-nathalie-kosciusko-morizet.pdf;;20173493;avis-cada/avis-cada-20173493.pdf;24 novembre 2017;;
310;Jacques Kossowski;jacques-kossowski;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-jacques-kossowski.pdf;preuves-envoi/preuve-envoi-jacques-kossowski.jpg;20173494;avis-cada/avis-cada-20173494.pdf;23 novembre 2017;10 juin 2017;28 juin 2017
311;Jacques Krabal;jacques-krabal;H;Permanence parlementaire, 1 Bis Rue de la Barre, 02400 Château-Thierry;;;demandes/demande-irfm-jacques-krabal.pdf;NONE;20173499;avis-cada/avis-cada-20173499.pdf;23 novembre 2017;23 juin 2017;27 juin 2017
312;Patrick Labaune;patrick-labaune;H;158 Avenue Victor Hugo, Immeuble le Saint Joseph, 26000 Valence;;;demandes/demande-irfm-patrick-labaune.pdf;NONE;20173503;avis-cada/avis-cada-20173503.pdf;23 novembre 2017;03 juin 2017;14 juin 2017
313;Bernadette Laclais;bernadette-laclais;F;Permanence parlementaire, 3 Rue Favre, 73000 Chambéry;;;demandes/demande-irfm-bernadette-laclais.pdf;preuves-envoi/preuve-envoi-bernadette-laclais.jpg;20173504;avis-cada/avis-cada-20173504.pdf;23 novembre 2017;28 juillet 2017;
314;Valérie Lacroute;valerie-lacroute;F;202 Rue Grande, 77300 Fontainebleau;;;demandes/demande-irfm-valerie-lacroute.pdf;NONE;20173505;avis-cada/avis-cada-20173505.pdf;23 novembre 2017;26 mai 2017;11 juin 2017
315;Conchita Lacuey;conchita-lacuey;F;Hôtel de Ville, 6 Avenue Pasteur, 33270 Floirac;;;demandes/demande-irfm-conchita-lacuey.pdf;preuves-envoi/preuve-envoi-conchita-lacuey.jpg;20173511;avis-cada/avis-cada-20173511.pdf;23 novembre 2017;02 juin 2017;
316;Marc Laffineur;marc-laffineur;H;Cabinet parlementaire, Hôtel de Ville, CS 50109, 49241 Avrillé Cedex;;;demandes/demande-irfm-marc-laffineur.pdf;;20173513;avis-cada/avis-cada-20173513.pdf;23 novembre 2017;;
317;Sonia Lagarde;sonia-lagarde;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-sonia-lagarde.pdf;;20173557;avis-cada/avis-cada-20173557.pdf;23 novembre 2017;;
318;Jean-Christophe Lagarde;jean-christophe-lagarde;H;Permanence parlementaire, 176 Avenue Jean Jaurès, 93000 Bobigny;;;demandes/demande-irfm-jean-christophe-lagarde.pdf;NONE;20173531;avis-cada/avis-cada-20173531.pdf;23 novembre 2017;23 juin 2017;27 juin 2017
319;François-Michel Lambert;francois-michel-lambert;H;Permanence parlementaire, 6 Place de la Liberté, 13120 Gardanne;;;demandes/demande-irfm-francois-michel-lambert.pdf;NONE;20173589;avis-cada/avis-cada-20173589.pdf;23 novembre 2017;23 juin 2017;27 juin 2017
320;Jérôme Lambert;jerome-lambert;H;Le Bourg, 16230 Juillé;;;demandes/demande-irfm-jerome-lambert.pdf;preuves-envoi/preuve-envoi-jerome-lambert.pdf;20173590;avis-cada/avis-cada-20173590.pdf;23 novembre 2017;26 mai 2017;06 juin 2017
321;Jacques Lamblin;jacques-lamblin;H;13 Place Leopold, 54300 Lunéville;;;demandes/demande-irfm-jacques-lamblin.pdf;;20173591;avis-cada/avis-cada-20173591.pdf;23 novembre 2017;;
